[2026-03-17T17:55:10.152Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/@radix-ui_react-select.js?v=ac0becae → 200 (?ms, ?B)
[2026-03-17T17:55:10.152Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/@radix-ui_react-slider.js?v=ac0becae → 200 (1ms, ?B)
[2026-03-17T17:55:10.153Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/react-konva.js?v=ac0becae → 200 (?ms, ?B)
[2026-03-17T17:55:10.168Z] GET http://localhost:5173/src/lib/canvasConstants.ts → 200 (8ms, 1656B)
[2026-03-17T17:55:10.168Z] GET http://localhost:5173/src/lib/loadCustomFonts.ts → 200 (8ms, 3426B)
[2026-03-17T17:55:10.168Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/react-colorful.js?v=ac0becae → 200 (1ms, 19959B)
[2026-03-17T17:55:10.169Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/@radix-ui_react-switch.js?v=ac0becae → 200 (?ms, 5428B)
[2026-03-17T17:55:10.169Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/chunk-EYE7376K.js?v=ac0becae → 200 (?ms, 1281B)
[2026-03-17T17:55:10.170Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/chunk-7HXCKB66.js?v=ac0becae → 200 (?ms, 12803B)
[2026-03-17T17:55:10.171Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/chunk-QFCZLKWY.js?v=ac0becae → 200 (?ms, 1242B)
[2026-03-17T17:55:10.172Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/chunk-YYEJ75AP.js?v=ac0becae → 200 (?ms, 4349B)
[2026-03-17T17:55:10.174Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/chunk-XLYX4ZTG.js?v=ac0becae → 200 (?ms, 11585B)
[2026-03-17T17:55:10.175Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/chunk-6ZMM2PAV.js?v=ac0becae → 200 (?ms, 196B)
[2026-03-17T17:55:10.175Z] GET http://localhost:5173/@fs/C:/Webprojects/Content-Creation/node_modules/.vite/deps/chunk-ACMFYZ7E.js?v=ac0becae → 200 (?ms, 2043B)
[2026-03-17T17:55:10.185Z] GET http://localhost:5173/src/components/templates/ZoneEditor.tsx → 200 (3ms, 66569B)
